id_sinistre,id_contrat,branche,type_sinistre,charge_sinistre,date_survenance,date_declaration,annee_survenance,mois_survenance,statut,delai_reglement_jours,cause_principale,region,gravite
SI-008597,IARD-030339,RC,Dommage tiers matériel,2090000,2024-04-30,2024-06-05,2024,4,Sans suite,,Tiers non identifié,Soubré,Grave
SI-008598,IARD-009701,Auto,Catastrophe naturelle,808000,2022-10-27,2022-11-20,2022,10,Réglé,14,Intempéries,Odienné,Grave
SI-008599,IARD-021720,Auto,Collision,602000,2020-12-27,2020-12-27,2020,12,Réglé,231,Inconnu,Tingrela,Grave
SI-008600,IARD-098948,RC,Blessures corporelles,895000,2019-05-19,2019-06-11,2019,5,En cours,,Animal,Divo,Grave
SI-008601,IARD-027724,Auto,Vol,1056000,2020-10-11,2020-11-01,2020,10,Réglé,337,Intempéries,Odienné,Grave
SI-008602,IARD-020514,Auto,Collision,1731000,2020-03-01,2020-03-05,2020,3,En cours,,Défaut entretien,Touba,Grave
SI-008603,IARD-043119,RC,Préjudice moral,483000,2024-08-23,2024-09-24,2024,8,En cours,,Intempéries,Danané,Moyen
SI-008604,IARD-013449,RC,Blessures corporelles,2300000,2024-09-08,2024-09-27,2024,9,En cours,,Tiers non identifié,Korhogo,Grave
SI-008605,IARD-025940,Auto,Vol,358000,2021-08-10,2021-09-17,2021,8,En cours,,Tiers non identifié,Soubré,Moyen
SI-008606,IARD-006837,Habitation,Vol/Cambriolage,500000,2023-10-06,2023-11-10,2023,10,En cours,,Inconnu,San Pedro,Grave
SI-008607,IARD-009119,RC,Blessures corporelles,263000,2020-06-06,2020-07-13,2020,6,En cours,,Défaut entretien,Tingrela,Moyen
SI-008608,IARD-086025,Habitation,Tempête,1195000,2024-05-16,2024-06-26,2024,5,En cours,,Conducteur tiers,Danané,Grave
SI-008609,IARD-080173,Auto,Vol,799000,2022-09-07,2022-10-06,2022,9,Réglé,24,Conducteur tiers,Daloa,Grave
SI-008610,IARD-005019,RC,Dommage tiers matériel,1401000,2019-11-21,2019-12-02,2019,11,Réglé,364,Tiers non identifié,Divo,Grave
SI-008611,IARD-032003,Auto,Bris de glace,127000,2020-06-30,2020-07-11,2020,6,Réglé,199,Défaut entretien,Daloa,Moyen
SI-008612,IARD-012130,Auto,Collision,160000,2022-02-19,2022-03-30,2022,2,En cours,,Intempéries,Gagnoa,Moyen
SI-008613,IARD-070861,Auto,Collision,1133000,2019-12-09,2020-01-20,2019,12,Réglé,340,Inconnu,Séguéla,Grave
SI-008614,IARD-076945,Habitation,Dégât des eaux,654000,2022-03-24,2022-04-29,2022,3,Réglé,3,Intempéries,Issia,Grave
SI-008615,IARD-043517,Habitation,Vol/Cambriolage,232000,2019-01-05,2019-01-09,2019,1,Réglé,293,Tiers non identifié,Korhogo,Moyen
SI-008616,IARD-056314,Auto,Collision,336000,2020-12-18,2020-12-26,2020,12,Réglé,324,Tiers non identifié,Yamoussoukro,Moyen
SI-008617,IARD-012521,Auto,Dommage tiers,1448000,2024-02-21,2024-03-22,2024,2,Réglé,362,Intempéries,Gagnoa,Grave
SI-008618,IARD-067266,Habitation,Vandalisme,808000,2019-08-05,2019-08-06,2019,8,Réglé,86,Animal,Soubré,Grave
SI-008619,IARD-045725,Habitation,Dégât des eaux,233000,2021-12-10,2021-12-18,2021,12,Réglé,277,Défaut entretien,Bouaké,Moyen
SI-008620,IARD-098725,Habitation,Vol/Cambriolage,170000,2020-10-26,2020-11-30,2020,10,Réglé,115,Inconnu,Korhogo,Moyen
SI-008621,IARD-074008,RC,Dommage tiers corporel,893000,2024-01-07,2024-02-07,2024,1,Réglé,183,Animal,Gagnoa,Grave
SI-008622,IARD-074270,Auto,Collision,838000,2019-08-07,2019-09-01,2019,8,Réglé,107,Inconnu,Tingrela,Grave
SI-008623,IARD-067169,RC,Dommage tiers matériel,2144000,2022-08-02,2022-08-05,2022,8,En cours,,Intempéries,Yamoussoukro,Grave
SI-008624,IARD-082960,Auto,Vol,1357000,2023-12-28,2024-01-05,2023,12,Réglé,169,Inconnu,Abidjan,Grave
SI-008625,IARD-001082,Auto,Bris de glace,244000,2024-11-16,2024-11-30,2024,11,Réglé,81,Défaut entretien,Divo,Moyen
SI-008626,IARD-031331,Auto,Bris de glace,1453000,2021-06-24,2021-07-13,2021,6,Contesté,,Conducteur tiers,Gagnoa,Grave
SI-008627,IARD-049412,Auto,Vol,407000,2023-01-21,2023-03-05,2023,1,En cours,,Inconnu,Soubré,Moyen
SI-008628,IARD-059686,Habitation,Vandalisme,610000,2021-10-27,2021-11-16,2021,10,En cours,,Défaut entretien,Abengourou,Grave
SI-008629,IARD-054921,Auto,Collision,492000,2021-04-17,2021-05-16,2021,4,En cours,,Intempéries,Abengourou,Moyen
SI-008630,IARD-044325,Habitation,Catastrophe naturelle,50000,2021-05-15,2021-05-23,2021,5,Sans suite,,Défaut entretien,Bondoukou,Mineur
SI-008631,IARD-077399,RC,Préjudice moral,2184000,2023-04-06,2023-04-15,2023,4,En cours,,Défaut entretien,Divo,Grave
SI-008632,IARD-054789,RC,Dommage tiers matériel,1311000,2023-09-09,2023-09-09,2023,9,En cours,,Conducteur tiers,Man,Grave
SI-008633,IARD-018796,Habitation,Dégât des eaux,1075000,2020-01-26,2020-01-31,2020,1,En cours,,Tiers non identifié,Daloa,Grave
SI-008634,IARD-013412,Auto,Incendie,1260000,2022-08-24,2022-09-04,2022,8,Sans suite,,Tiers non identifié,Danané,Grave
SI-008635,IARD-075264,Auto,Collision,1401000,2020-10-20,2020-10-29,2020,10,Réglé,107,Inconnu,San Pedro,Grave
SI-008636,IARD-047036,Habitation,Vol/Cambriolage,427000,2019-11-13,2019-11-26,2019,11,Sans suite,,Inconnu,Bouaké,Moyen
SI-008637,IARD-054081,Auto,Dommage tiers,451000,2019-05-11,2019-06-13,2019,5,Contesté,,Tiers non identifié,Séguéla,Moyen
SI-008638,IARD-057630,Auto,Collision,235000,2024-01-12,2024-01-19,2024,1,Réglé,35,Inconnu,Tingrela,Moyen
SI-008639,IARD-052798,RC,Préjudice moral,1456000,2020-01-08,2020-02-15,2020,1,En cours,,Animal,Bouaké,Grave
SI-008640,IARD-028519,RC,Dommage tiers corporel,1355000,2024-06-25,2024-07-10,2024,6,Réglé,159,Tiers non identifié,San Pedro,Grave
SI-008641,IARD-088799,RC,Dommage tiers matériel,2235000,2020-04-17,2020-05-18,2020,4,Contesté,,Conducteur tiers,Soubré,Grave
SI-008642,IARD-069068,RC,Dommage tiers corporel,131000,2021-01-04,2021-01-06,2021,1,En cours,,Inconnu,Abidjan,Moyen
SI-008643,IARD-080589,RC,Préjudice moral,1865000,2020-03-07,2020-04-20,2020,3,En cours,,Tiers non identifié,Bouaké,Grave
SI-008644,IARD-096857,Habitation,Vandalisme,756000,2021-01-26,2021-01-28,2021,1,En cours,,Défaut entretien,Abengourou,Grave
SI-008645,IARD-064819,RC,Dommage tiers corporel,2421000,2022-09-10,2022-10-14,2022,9,Réglé,202,Tiers non identifié,Abengourou,Grave
SI-008646,IARD-088538,RC,Blessures corporelles,529000,2020-12-28,2021-01-27,2020,12,Réglé,8,Animal,Tingrela,Grave
SI-008647,IARD-071499,RC,Dommage tiers matériel,241000,2019-05-01,2019-06-01,2019,5,Contesté,,Défaut entretien,Yamoussoukro,Moyen
SI-008648,IARD-037052,Auto,Collision,916000,2021-09-20,2021-10-06,2021,9,En cours,,Conducteur tiers,Korhogo,Grave
SI-008649,IARD-034281,Auto,Bris de glace,1219000,2019-01-28,2019-02-23,2019,1,Réglé,43,Tiers non identifié,Touba,Grave
SI-008650,IARD-051169,RC,Blessures corporelles,538000,2019-10-05,2019-10-19,2019,10,Contesté,,Inconnu,Tingrela,Grave
SI-008651,IARD-047384,Auto,Incendie,1366000,2019-01-22,2019-02-26,2019,1,Réglé,104,Défaut entretien,Odienné,Grave
SI-008652,IARD-023728,RC,Blessures corporelles,1394000,2022-09-16,2022-10-12,2022,9,Réglé,84,Défaut entretien,Daloa,Grave
SI-008653,IARD-095415,Habitation,Incendie,949000,2024-05-12,2024-05-20,2024,5,En cours,,Conducteur tiers,Divo,Grave
SI-008654,IARD-027684,Auto,Collision,1621000,2020-12-01,2020-12-06,2020,12,Réglé,303,Inconnu,Abengourou,Grave
SI-008655,IARD-064911,Auto,Collision,676000,2021-06-02,2021-06-12,2021,6,En cours,,Conducteur tiers,Touba,Grave
SI-008656,IARD-066528,RC,Dommage tiers matériel,2288000,2021-03-10,2021-03-10,2021,3,En cours,,Animal,Bondoukou,Grave
SI-008657,IARD-043504,Auto,Catastrophe naturelle,906000,2020-01-10,2020-02-21,2020,1,Réglé,318,Défaut entretien,San Pedro,Grave
SI-008658,IARD-015854,Auto,Collision,459000,2019-04-07,2019-04-15,2019,4,Réglé,118,Inconnu,Gagnoa,Moyen
SI-008659,IARD-081005,Habitation,Incendie,792000,2024-03-28,2024-03-29,2024,3,Sans suite,,Animal,Issia,Grave
SI-008660,IARD-044663,Auto,Dommage tiers,141000,2019-02-01,2019-03-13,2019,2,Contesté,,Défaut entretien,Issia,Moyen
SI-008661,IARD-079016,Habitation,Incendie,676000,2023-07-06,2023-07-08,2023,7,Réglé,192,Conducteur tiers,Divo,Grave
SI-008662,IARD-056640,Auto,Incendie,862000,2020-02-29,2020-03-23,2020,2,Réglé,259,Conducteur tiers,Bouaké,Grave
SI-008663,IARD-032348,RC,Dommage tiers corporel,499000,2021-02-19,2021-02-21,2021,2,Contesté,,Défaut entretien,San Pedro,Moyen
SI-008664,IARD-053536,Habitation,Incendie,986000,2019-08-23,2019-09-06,2019,8,Réglé,334,Intempéries,Divo,Grave
SI-008665,IARD-013938,RC,Dommage tiers matériel,1869000,2023-08-04,2023-08-29,2023,8,Réglé,330,Tiers non identifié,Korhogo,Grave
SI-008666,IARD-071636,Habitation,Catastrophe naturelle,64000,2024-02-17,2024-02-26,2024,2,En cours,,Tiers non identifié,Séguéla,Mineur
SI-008667,IARD-040480,Auto,Incendie,1019000,2022-10-19,2022-11-08,2022,10,Réglé,41,Défaut entretien,Abengourou,Grave
SI-008668,IARD-084636,Habitation,Incendie,866000,2019-07-07,2019-07-31,2019,7,Réglé,92,Intempéries,Touba,Grave
SI-008669,IARD-074626,Habitation,Dégât des eaux,206000,2022-07-30,2022-09-08,2022,7,En cours,,Conducteur tiers,Abidjan,Moyen
SI-008670,IARD-067176,Habitation,Incendie,1109000,2022-02-12,2022-03-04,2022,2,Réglé,105,Intempéries,Yamoussoukro,Grave
SI-008671,IARD-055811,Auto,Collision,168000,2021-01-12,2021-02-11,2021,1,Réglé,67,Intempéries,Tingrela,Moyen
SI-008672,IARD-035306,Habitation,Dégât des eaux,1089000,2022-07-02,2022-07-29,2022,7,Réglé,269,Intempéries,Soubré,Grave
SI-008673,IARD-009669,RC,Dommage tiers matériel,1966000,2019-09-22,2019-09-29,2019,9,En cours,,Animal,Man,Grave
SI-008674,IARD-030630,Auto,Bris de glace,1447000,2020-08-12,2020-09-02,2020,8,Réglé,81,Tiers non identifié,Man,Grave
SI-008675,IARD-022695,Habitation,Tempête,81000,2024-07-27,2024-09-02,2024,7,En cours,,Animal,Yamoussoukro,Mineur
SI-008676,IARD-046204,Auto,Vol,1261000,2022-11-06,2022-11-10,2022,11,Sans suite,,Tiers non identifié,Daloa,Grave
SI-008677,IARD-008036,Habitation,Dégât des eaux,554000,2021-09-15,2021-09-21,2021,9,En cours,,Défaut entretien,Abengourou,Grave
SI-008678,IARD-030212,Auto,Vol,1490000,2023-12-11,2023-12-26,2023,12,Réglé,230,Inconnu,Abengourou,Grave
SI-008679,IARD-084697,Habitation,Vol/Cambriolage,279000,2021-02-22,2021-03-14,2021,2,Sans suite,,Défaut entretien,Divo,Moyen
SI-008680,IARD-075226,Habitation,Vandalisme,1023000,2022-11-26,2023-01-01,2022,11,Réglé,297,Tiers non identifié,Bondoukou,Grave
SI-008681,IARD-022134,Auto,Collision,736000,2023-11-22,2023-12-20,2023,11,Réglé,293,Défaut entretien,Divo,Grave
SI-008682,IARD-097723,Auto,Bris de glace,499000,2023-11-05,2023-11-05,2023,11,En cours,,Inconnu,San Pedro,Moyen
SI-008683,IARD-027409,RC,Blessures corporelles,894000,2023-06-01,2023-06-07,2023,6,Sans suite,,Intempéries,Séguéla,Grave
SI-008684,IARD-090431,Auto,Collision,250000,2020-08-26,2020-10-02,2020,8,En cours,,Intempéries,Man,Moyen
SI-008685,IARD-085153,Auto,Catastrophe naturelle,577000,2019-11-01,2019-12-07,2019,11,Sans suite,,Tiers non identifié,Soubré,Grave
SI-008686,IARD-012708,RC,Dommage tiers corporel,1291000,2023-02-04,2023-02-21,2023,2,Contesté,,Tiers non identifié,Divo,Grave
SI-008687,IARD-088605,Habitation,Dégât des eaux,755000,2023-02-18,2023-04-03,2023,2,En cours,,Conducteur tiers,Gagnoa,Grave
SI-008688,IARD-099459,RC,Dommage tiers matériel,1206000,2020-09-17,2020-10-29,2020,9,En cours,,Animal,Daloa,Grave
SI-008689,IARD-072447,Habitation,Dégât des eaux,421000,2022-11-23,2022-11-24,2022,11,Réglé,307,Conducteur tiers,Bondoukou,Moyen
SI-008690,IARD-007594,Auto,Bris de glace,32000,2024-08-24,2024-09-06,2024,8,Sans suite,,Inconnu,Bouaké,Mineur
SI-008691,IARD-056392,Auto,Collision,1556000,2024-10-10,2024-10-31,2024,10,Réglé,7,Défaut entretien,Séguéla,Grave
SI-008692,IARD-018121,Auto,Dommage tiers,1337000,2024-01-26,2024-02-03,2024,1,En cours,,Conducteur tiers,San Pedro,Grave
SI-008693,IARD-012686,Habitation,Dégât des eaux,153000,2021-06-01,2021-06-30,2021,6,En cours,,Animal,Gagnoa,Moyen
SI-008694,IARD-078729,RC,Blessures corporelles,186000,2022-07-27,2022-08-22,2022,7,Contesté,,Défaut entretien,Séguéla,Moyen
SI-008695,IARD-091315,Habitation,Dégât des eaux,439000,2021-09-08,2021-10-13,2021,9,En cours,,Animal,Séguéla,Moyen
SI-008696,IARD-073246,Habitation,Incendie,668000,2024-08-27,2024-09-29,2024,8,Réglé,257,Inconnu,San Pedro,Grave
SI-008697,IARD-002006,Habitation,Incendie,881000,2021-11-19,2021-11-24,2021,11,Sans suite,,Inconnu,Touba,Grave
SI-008698,IARD-072641,Auto,Collision,1216000,2024-08-07,2024-09-17,2024,8,Réglé,124,Conducteur tiers,Odienné,Grave
SI-008699,IARD-005160,Auto,Collision,519000,2020-01-16,2020-02-27,2020,1,Réglé,127,Intempéries,Divo,Grave
SI-008700,IARD-010445,Habitation,Vandalisme,962000,2021-08-28,2021-09-22,2021,8,Réglé,242,Inconnu,Tingrela,Grave
SI-008701,IARD-037550,Auto,Collision,214000,2022-03-04,2022-04-05,2022,3,Réglé,211,Animal,San Pedro,Moyen
SI-008702,IARD-041576,Habitation,Vandalisme,154000,2020-05-29,2020-06-14,2020,5,Réglé,98,Tiers non identifié,Danané,Moyen
SI-008703,IARD-050493,Auto,Collision,109000,2023-11-04,2023-11-17,2023,11,Sans suite,,Défaut entretien,Korhogo,Moyen
SI-008704,IARD-099719,RC,Dommage tiers matériel,2029000,2020-10-26,2020-11-20,2020,10,Réglé,229,Tiers non identifié,Bondoukou,Grave
SI-008705,IARD-082887,Habitation,Incendie,22000,2019-03-16,2019-04-08,2019,3,Contesté,,Intempéries,Divo,Mineur
SI-008706,IARD-022745,Habitation,Dégât des eaux,118000,2021-06-19,2021-07-20,2021,6,Sans suite,,Intempéries,Danané,Moyen
SI-008707,IARD-092330,Auto,Collision,940000,2022-08-13,2022-09-02,2022,8,Réglé,354,Intempéries,Issia,Grave
SI-008708,IARD-086638,RC,Dommage tiers matériel,906000,2024-10-20,2024-10-27,2024,10,Réglé,183,Animal,Touba,Grave
SI-008709,IARD-045667,Habitation,Vol/Cambriolage,986000,2019-12-09,2020-01-13,2019,12,En cours,,Conducteur tiers,Tingrela,Grave
SI-008710,IARD-014843,Auto,Collision,1611000,2019-12-28,2020-01-06,2019,12,En cours,,Conducteur tiers,Abengourou,Grave
SI-008711,IARD-016898,RC,Dommage tiers matériel,1133000,2021-05-09,2021-06-23,2021,5,Réglé,271,Inconnu,Divo,Grave
SI-008712,IARD-077937,Habitation,Vol/Cambriolage,1031000,2019-10-13,2019-11-13,2019,10,Contesté,,Défaut entretien,Korhogo,Grave
SI-008713,IARD-087223,Auto,Bris de glace,1659000,2022-10-08,2022-11-02,2022,10,Réglé,281,Conducteur tiers,Odienné,Grave
SI-008714,IARD-083399,RC,Dommage tiers matériel,2464000,2021-06-17,2021-07-01,2021,6,Réglé,235,Animal,Odienné,Grave
SI-008715,IARD-039715,Habitation,Catastrophe naturelle,924000,2022-09-28,2022-11-05,2022,9,Réglé,288,Intempéries,Abengourou,Grave
SI-008716,IARD-023712,Auto,Incendie,959000,2024-05-09,2024-06-13,2024,5,Réglé,252,Tiers non identifié,Korhogo,Grave
SI-008717,IARD-081294,Auto,Collision,1562000,2021-11-25,2021-12-23,2021,11,En cours,,Intempéries,Yamoussoukro,Grave
SI-008718,IARD-050921,Auto,Collision,874000,2020-05-30,2020-06-03,2020,5,Réglé,264,Inconnu,Séguéla,Grave
SI-008719,IARD-073393,Auto,Catastrophe naturelle,801000,2021-07-16,2021-07-26,2021,7,Réglé,297,Tiers non identifié,Daloa,Grave
SI-008720,IARD-016215,Habitation,Dégât des eaux,644000,2021-01-31,2021-02-28,2021,1,Sans suite,,Conducteur tiers,Daloa,Grave
SI-008721,IARD-021407,Habitation,Dégât des eaux,66000,2022-05-17,2022-06-05,2022,5,Réglé,129,Intempéries,Bondoukou,Mineur
SI-008722,IARD-003283,Auto,Collision,97000,2024-12-11,2024-12-22,2024,12,Réglé,95,Intempéries,Man,Mineur
SI-008723,IARD-099206,Habitation,Dégât des eaux,633000,2021-11-06,2021-11-07,2021,11,En cours,,Tiers non identifié,Gagnoa,Grave
SI-008724,IARD-031203,Auto,Collision,1770000,2021-08-07,2021-08-27,2021,8,Réglé,161,Intempéries,Korhogo,Grave
SI-008725,IARD-062455,Habitation,Vol/Cambriolage,1052000,2020-01-28,2020-03-11,2020,1,En cours,,Tiers non identifié,Yamoussoukro,Grave
SI-008726,IARD-028668,RC,Blessures corporelles,130000,2020-09-13,2020-10-01,2020,9,Réglé,208,Inconnu,Odienné,Moyen
SI-008727,IARD-096107,Habitation,Vol/Cambriolage,1079000,2023-12-20,2024-01-18,2023,12,En cours,,Conducteur tiers,Abidjan,Grave
SI-008728,IARD-094494,Auto,Vol,40000,2022-01-22,2022-01-27,2022,1,Réglé,80,Animal,Korhogo,Mineur
SI-008729,IARD-088814,Auto,Incendie,437000,2019-03-02,2019-03-04,2019,3,Sans suite,,Intempéries,Séguéla,Moyen
SI-008730,IARD-081909,RC,Préjudice moral,1771000,2024-01-09,2024-02-22,2024,1,En cours,,Conducteur tiers,Yamoussoukro,Grave
SI-008731,IARD-011384,Auto,Bris de glace,1701000,2021-04-11,2021-05-22,2021,4,Sans suite,,Intempéries,Soubré,Grave
SI-008732,IARD-001557,Habitation,Vol/Cambriolage,167000,2020-10-21,2020-11-12,2020,10,En cours,,Défaut entretien,Daloa,Moyen
SI-008733,IARD-022148,RC,Blessures corporelles,2230000,2019-05-11,2019-05-17,2019,5,En cours,,Défaut entretien,Yamoussoukro,Grave
SI-008734,IARD-034677,Habitation,Vandalisme,1104000,2024-12-10,2024-12-26,2024,12,En cours,,Animal,Tingrela,Grave
SI-008735,IARD-000187,Habitation,Incendie,348000,2022-05-31,2022-06-13,2022,5,Réglé,255,Animal,Odienné,Moyen
SI-008736,IARD-046977,Habitation,Vol/Cambriolage,851000,2020-03-03,2020-03-05,2020,3,Réglé,120,Tiers non identifié,Man,Grave
SI-008737,IARD-068202,Auto,Catastrophe naturelle,413000,2023-08-02,2023-08-03,2023,8,Sans suite,,Inconnu,Odienné,Moyen
SI-008738,IARD-052421,Auto,Bris de glace,1123000,2021-05-12,2021-06-25,2021,5,Contesté,,Tiers non identifié,San Pedro,Grave
SI-008739,IARD-059086,Habitation,Incendie,577000,2024-12-10,2024-12-29,2024,12,Réglé,155,Intempéries,Daloa,Grave
SI-008740,IARD-087495,Habitation,Tempête,278000,2019-10-09,2019-10-23,2019,10,Réglé,156,Inconnu,San Pedro,Moyen
SI-008741,IARD-076233,Auto,Dommage tiers,1291000,2019-06-18,2019-07-14,2019,6,Réglé,48,Défaut entretien,Touba,Grave
SI-008742,IARD-090358,RC,Dommage tiers matériel,324000,2019-08-27,2019-09-27,2019,8,Réglé,132,Inconnu,Touba,Moyen
SI-008743,IARD-020708,RC,Blessures corporelles,1887000,2022-03-05,2022-03-29,2022,3,En cours,,Intempéries,Korhogo,Grave
SI-008744,IARD-091530,Auto,Collision,926000,2023-04-16,2023-05-02,2023,4,En cours,,Inconnu,Tingrela,Grave
SI-008745,IARD-038981,Auto,Vol,731000,2019-01-16,2019-01-31,2019,1,En cours,,Animal,Séguéla,Grave
SI-008746,IARD-015045,Habitation,Incendie,599000,2019-07-21,2019-08-05,2019,7,Réglé,152,Tiers non identifié,Gagnoa,Grave
SI-008747,IARD-039458,RC,Dommage tiers corporel,1435000,2021-09-09,2021-09-13,2021,9,En cours,,Intempéries,Issia,Grave
SI-008748,IARD-042230,Auto,Vol,506000,2024-07-13,2024-08-11,2024,7,Sans suite,,Inconnu,San Pedro,Grave
SI-008749,IARD-007986,Habitation,Incendie,28000,2024-10-15,2024-10-18,2024,10,Réglé,51,Défaut entretien,Divo,Mineur
SI-008750,IARD-056533,Auto,Collision,131000,2021-08-13,2021-09-22,2021,8,En cours,,Intempéries,Abengourou,Moyen
SI-008751,IARD-014346,Habitation,Tempête,423000,2021-10-16,2021-11-25,2021,10,Réglé,4,Conducteur tiers,Korhogo,Moyen
SI-008752,IARD-096916,Habitation,Incendie,70000,2019-11-07,2019-11-25,2019,11,Réglé,254,Tiers non identifié,Séguéla,Mineur
SI-008753,IARD-031858,RC,Dommage tiers matériel,1259000,2019-05-22,2019-05-27,2019,5,Réglé,288,Tiers non identifié,Odienné,Grave
SI-008754,IARD-069480,Auto,Collision,511000,2021-03-02,2021-03-02,2021,3,Réglé,83,Intempéries,Issia,Grave
SI-008755,IARD-072668,RC,Dommage tiers corporel,319000,2024-08-26,2024-09-01,2024,8,Sans suite,,Inconnu,Bondoukou,Moyen
SI-008756,IARD-072381,Auto,Collision,245000,2023-06-01,2023-07-13,2023,6,Sans suite,,Tiers non identifié,Korhogo,Moyen
SI-008757,IARD-036248,RC,Dommage tiers matériel,647000,2022-11-07,2022-12-14,2022,11,En cours,,Inconnu,Man,Grave
SI-008758,IARD-008711,Auto,Bris de glace,226000,2024-12-19,2024-12-27,2024,12,Sans suite,,Animal,Bondoukou,Moyen
SI-008759,IARD-068295,Habitation,Incendie,162000,2019-11-12,2019-12-24,2019,11,Réglé,232,Animal,Korhogo,Moyen
SI-008760,IARD-022735,Habitation,Dégât des eaux,334000,2024-02-04,2024-02-05,2024,2,Réglé,81,Inconnu,Bondoukou,Moyen
SI-008761,IARD-040797,Habitation,Vandalisme,632000,2023-06-15,2023-07-15,2023,6,En cours,,Inconnu,Bondoukou,Grave
SI-008762,IARD-015801,Auto,Incendie,1201000,2020-12-15,2021-01-02,2020,12,Réglé,31,Animal,Séguéla,Grave
SI-008763,IARD-060556,Habitation,Vandalisme,113000,2021-08-04,2021-08-30,2021,8,En cours,,Intempéries,Bouaké,Moyen
SI-008764,IARD-058105,Habitation,Vol/Cambriolage,741000,2021-06-19,2021-07-25,2021,6,En cours,,Intempéries,Divo,Grave
SI-008765,IARD-025056,Habitation,Vol/Cambriolage,1003000,2019-08-24,2019-10-04,2019,8,Sans suite,,Défaut entretien,Odienné,Grave
SI-008766,IARD-002447,Habitation,Incendie,610000,2023-08-25,2023-10-06,2023,8,En cours,,Conducteur tiers,Bondoukou,Grave
SI-008767,IARD-087585,Habitation,Vol/Cambriolage,705000,2024-11-23,2024-12-31,2024,11,En cours,,Défaut entretien,Korhogo,Grave
SI-008768,IARD-008034,Auto,Dommage tiers,1794000,2021-06-08,2021-07-13,2021,6,Réglé,280,Conducteur tiers,Touba,Grave
SI-008769,IARD-015447,Habitation,Tempête,423000,2023-07-04,2023-07-16,2023,7,Réglé,176,Défaut entretien,San Pedro,Moyen
SI-008770,IARD-010720,Auto,Vol,1163000,2024-01-20,2024-01-30,2024,1,Réglé,329,Intempéries,Man,Grave
SI-008771,IARD-010175,Habitation,Dégât des eaux,1160000,2023-06-12,2023-07-17,2023,6,En cours,,Tiers non identifié,Gagnoa,Grave
SI-008772,IARD-016157,Habitation,Vol/Cambriolage,798000,2020-10-29,2020-11-24,2020,10,Réglé,46,Tiers non identifié,Divo,Grave
SI-008773,IARD-086321,Auto,Dommage tiers,1505000,2023-10-26,2023-11-06,2023,10,Réglé,126,Défaut entretien,Daloa,Grave
SI-008774,IARD-073180,Auto,Catastrophe naturelle,1692000,2023-03-09,2023-04-19,2023,3,Réglé,187,Tiers non identifié,Abengourou,Grave
SI-008775,IARD-094030,Auto,Catastrophe naturelle,371000,2022-06-11,2022-07-20,2022,6,En cours,,Conducteur tiers,Korhogo,Moyen
SI-008776,IARD-054072,Auto,Bris de glace,306000,2022-07-07,2022-08-05,2022,7,Réglé,198,Tiers non identifié,Odienné,Moyen
SI-008777,IARD-051617,Habitation,Incendie,982000,2023-05-07,2023-05-17,2023,5,Réglé,329,Inconnu,Tingrela,Grave
SI-008778,IARD-098634,Auto,Vol,513000,2023-11-07,2023-11-19,2023,11,En cours,,Conducteur tiers,Daloa,Grave
SI-008779,IARD-094087,Habitation,Tempête,1107000,2023-08-01,2023-08-24,2023,8,Réglé,330,Inconnu,Yamoussoukro,Grave
SI-008780,IARD-072877,Habitation,Vol/Cambriolage,900000,2019-06-22,2019-06-26,2019,6,Réglé,57,Animal,Korhogo,Grave
SI-008781,IARD-040321,Auto,Bris de glace,179000,2022-04-26,2022-05-09,2022,4,Réglé,259,Défaut entretien,Man,Moyen
SI-008782,IARD-007899,RC,Dommage tiers matériel,107000,2024-06-18,2024-06-21,2024,6,Réglé,30,Inconnu,Issia,Moyen
SI-008783,IARD-053789,RC,Dommage tiers matériel,2129000,2020-04-18,2020-05-14,2020,4,En cours,,Intempéries,Touba,Grave
SI-008784,IARD-094677,Habitation,Vol/Cambriolage,1142000,2019-06-30,2019-08-01,2019,6,Réglé,325,Intempéries,Séguéla,Grave
SI-008785,IARD-072442,Auto,Bris de glace,449000,2019-01-21,2019-02-15,2019,1,Réglé,230,Conducteur tiers,San Pedro,Moyen
SI-008786,IARD-002479,RC,Dommage tiers corporel,619000,2023-06-12,2023-07-03,2023,6,Réglé,63,Tiers non identifié,Tingrela,Grave
SI-008787,IARD-051994,Auto,Collision,1751000,2020-03-04,2020-04-08,2020,3,Contesté,,Intempéries,Abidjan,Grave
SI-008788,IARD-073450,Auto,Vol,115000,2021-11-16,2021-11-28,2021,11,En cours,,Inconnu,Bondoukou,Moyen
SI-008789,IARD-096866,Habitation,Vol/Cambriolage,104000,2022-01-15,2022-02-26,2022,1,Sans suite,,Conducteur tiers,Abidjan,Moyen
SI-008790,IARD-025083,Auto,Catastrophe naturelle,89000,2022-04-06,2022-05-08,2022,4,Réglé,101,Tiers non identifié,Touba,Mineur
SI-008791,IARD-035390,Auto,Collision,1116000,2019-06-30,2019-07-14,2019,6,Réglé,36,Intempéries,Soubré,Grave
SI-008792,IARD-064278,RC,Dommage tiers matériel,374000,2023-10-06,2023-11-15,2023,10,Réglé,197,Tiers non identifié,Odienné,Moyen
SI-008793,IARD-036336,Habitation,Incendie,817000,2019-07-01,2019-07-21,2019,7,Sans suite,,Tiers non identifié,Odienné,Grave
SI-008794,IARD-082201,Auto,Vol,1775000,2021-10-11,2021-11-12,2021,10,En cours,,Intempéries,Touba,Grave
